motVedette;nbSyll;origin;sampa;ipa
swagger;2;ſwăʹgg_e_r;s w { g 3:r;swægɜ:r
swain;1;ſwain;s w eI n;sw?n
swallow;2;ſwăʹllo_w_;s w A l @U;swɑloʊ
swamp;1;ſwămp;s w A m p;swɑmp
swan;1;ſwăn;s w A n;swɑn
swap;1;swăp;s w A p;swɑp
sward;2;ſward;s w O: r\ d;swOːɹd
swarm;1;ſwărm;s w O: r\ m;swOːɹm
swarthy;2;ſwăʹrthy;s w O: r\ D i:;swOːɹðiː
swathe;1;ſwāthe;s w A D;swɑð
sway;1;ſway;s w eI;sw?
swear;1;ſwear;s w E r\;swɛɹ
sweat;1;ſweat;s w E t;swɛt
sweating;2;ſweaʹting;s w E 4 i N;swɛɾiŋ
sweaty;2;ſweaʹty;s w E 4 i:;swɛɾiː
sweep;1;ſweep;s w i: p;swiːp
sweet;1;ſweet;s w i: t;swiːt
sweeten;2;ſweeʹt_e_n;s w i: t @ n;swiːtən
sweetheart;2;ſweeʹth_e_ărt;s w i: t h A r\ t;swiːthɑɹt
sweeting;2;ſweeʹting;s w i: 4 i N;swiːɾiŋ
swell;1;ſwĕll;s w E l;swɛl
swerve;1;ſwĕrve;s w 3:r v;swɜ:rv
swift;1;ſwĭft;s w I f t;swɪft
swig;1;ſwĭg;s w I g;swɪg
swill;1;ſwĭll;s w I l;swɪl
swim;1;ſwĭm;s w I m;swɪm
swine;1;ſwīne;s w aI n;sw?n
swing;1;ſwĭng;s w I N;swɪŋ
swinging;2;ſwĭʹnging;s w I N i N;swɪŋiŋ
switch;1;ſwĭtch;s w I tS;swɪ?
swivel;2;ſwĭʹvel;s w I v @ l;swɪvəl
swoon;1;ſwoon;s w u n;swun
swoop;1;ſwoop;s w u p;swup
sword;1;ſword;s O: r\ d;sOːɹd
sympathetic;4;ſympăthĕʹtic;s I m p @ T E 4 i k;sɪmpəθɛɾik
sympathize;3;ſyʹmpăthīze;s I m p @ T aI z;sɪmpəθ?z
synopsis;3;ſynŏʹpſis;s i n A p s i s;sinɑpsis
system;2;syʹſtem;s I s t @ m;sɪstəm
tabby;2;tăʹbby;t { b i:;tæbiː
taher;2;tāʹh_e_r;t eI 3:r;t?ɜ:r
tabernacle;4;tāʹbĕrnăcle;t { b 3:r n { k @ l;tæbɜ:rnækəl
tablature;3;tăʹblatūre;t { b l @ tS 3:r;tæblə?ɜ:r
table;2;tāʹble;t eI b @ l;t?bəl
tables;2;taʹbles;t eI b @ l z;t?bəlz
tabor;2;tāʹbor;t eI b 3:r;t?bɜ:r
tacit;2;tāʹcit;t { s i t;tæsit
tack;1;tăck;t { k;tæk
tackle;2;tăʹckle;t { k @ l;tækəl
tactical;3;tăʹctĭcal;t { k t i k @ l;tæktikəl
tactics;2;tăʹctĭcs;t { k t i k s;tæktiks
tactile;2;tăʹctĭle;t { k t i l;tæktil
taddy;2;tăʹddy;t { 4 i:;tæɾiː
tadpole;2;tăʹdpōle;t { d p @U l;tædpoʊl
tag;1;tăg;t { g;tæg
tail;1;tail;t eI l;t?l
tailor;2;taiʹlor;t eI l 3:r;t?lɜ:r
taint;1;taint;t eI n t;t?nt
tainted;2;taiʹnted;t eI n t i d;t?ntid
take;1;tāke;t eI k;t?k
talbot;2;tăʹlbot;t { l b @ t;tælbət
tale;1;tāle;t eI l;t?l
talent;2;taʹlent;t { l @ n t;tælənt
talisman;3;taʹlĭſmăn;t { l i s m @ n;tælismən
talk;1;talk;t O: k;tOːk
talkative;3;taʹlkătive;t O: k @ 4 i v;tOːkəɾiv
tall;1;tall;t O: l;tOːl
tallow;2;taʹllo_w_;t { l @U;tæloʊ
tally;2;taʹlly;t { l i:;tæliː
talmud;2;taʹlmŭd;t { l m @ d;tælməd
talons;2;taʹlons;t { l @ n z;tælənz
tame;1;tāme;t eI m;t?m
tammy;2;tāʹmmy;t { m i:;tæmiː
tamper;2;tăʹmp_e_r;t { m p 3:r;tæmpɜ:r
tan;1;tăn;t { n;tæn
tang;1;tăng;t { N;tæŋ
tangent;2;tăʹngent;t { n dZ @ n t;tæn?ənt
tangible;3;tăʹngĭble;t { n dZ @ b @ l;tæn?əbəl
tangle;2;tăʹngle;t { N g @ l;tæŋgəl
tankard;2;tăʹnkărd;t { N k 3:r d;tæŋkɜ:rd
tanner;2;tăʹnner;t { n 3:r;tænɜ:r
tansy;2;tăʹnſy;t { n z i:;tænziː
tantalize;3;tăʹntălīze;t { n t @ l aI z;tæntəl?z
tantalus;3;tăʹntălus;t { n t @ l @ s;tæntələs
tap;1;tāp;t { p;tæp
tape;1;tāpe;t eI p;t?p
taper;2;tāʹp_e_r;t eI p 3:r;t?pɜ:r
tapestry;3;tăʹpĕſtry;t { p @ s t r\ i:;tæpəstɹiː
tar;1;tăr;t A r\;tɑɹ
tarantula;4;tarăʹntūlā;t @ r\ { n tS u l @;təɹæn?ulə
tardy;2;tăʹrdy;t A r\ 4 i:;tɑɹɾiː
tares;1;tāres;t E r\ z;tɛɹz
target;2;tăʹrget;t A r\ g @ t;tɑɹgət
tariff;2;tăʹriff;t E r\ @ f;tɛɹəf
tarnish;2;tăʹrniſh;t A r\ n i S;tɑɹniʃ
tarry;2;tăʹrry;t E r\ i:;tɛɹiː
tart;1;tărt;t A r\ t;tɑɹt
tartar;2;tăʹrtăr;t A r\ 4 3:r;tɑɹɾɜ:r
task;1;tăſk;t { s k;tæsk
tassel;2;tăʹſſel;t { s @ l;tæsəl
taste;1;tāſte;t eI s t;t?st
tasteless;2;tāʹſt_e_leſs;t eI s t l @ s;t?stləs
tatter;2;tăʹtt_e_r;t { 4 3:r;tæɾɜ:r
tattle;2;tăʹttle;t { 4 @ l;tæɾəl
tattoo;2;tattooʹ;t { t u;tætu
tavern;2;tăʹvĕrn;t { v 3:r n;tævɜ:rn
taught;1;tau_gh_t;t O: t;tOːt
taunt;1;taunt;t O: n t;tOːnt
taurus;2;tauʹrus;t O: r\ @ s;tOːɹəs
tawdry;2;taʹwdry;t O: d r\ i:;tOːdɹiː
tawny;2;taʹwny;t A n i:;tɑniː
tax;1;tăx;t { k s;tæks
taxation;4;tăxāʹtion;t { k s eI S @ n;tæks?ʃən
tea;1;tea;t i:;tiː
teach;1;teach;t i: tS;tiː?
teachable;3;teaʹchable;t i: tS @ b @ l;tiː?əbəl
teacher;2;teaʹcher;t i: tS 3:r;tiː?ɜ:r
teal;1;teal;t i: l;tiːl
team;1;team;t i: m;tiːm
tear;1;tear;t E r\;tɛɹ
teat;1;teat;t i: t;tiːt
technical;3;tĕʹc_h_nĭcal;t E k n i k @ l;tɛknikəl
tectonic;3;tĕctŏʹnic;t E k t A n i k;tɛktɑnik
tedious;3;tēʹdĭ_o_us;t i: 4 i: @ s;tiːɾiːəs
teem;1;teem;t i: m;tiːm
teeth;1;teeth;t i: T;tiːθ
tell;1;tell;t E l;tɛl
tint;1;tĭnt;t I n t;tɪnt
tint;1;tĭnt;t I n t;tɪnt
telescope;3;tĕʹlĕſcōpe;t E l @ s k @U p;tɛləskoʊp
tellers;2;tĕʹllers;t E l 3:r z;tɛlɜ:rz
temerity;4;tĕmĕʹrĭty;t @ m E r\ @ 4 i:;təmɛɹəɾiː
temper;2;tĕʹmp_e_r;t E m p 3:r;tɛmpɜ:r
temperament;4;tĕʹmpĕrāment;t E m p r\ @ m @ n t;tɛmpɹəmənt
temperance;3;tĕʹmpĕrănce;t E m p 3:r @ n s;tɛmpɜ:rəns
temperate;3;tĕʹmpĕrāte;t E m p r\ @ t;tɛmpɹət
temperature;4;tĕʹmpĕrātūre;t E m p r\ @ tS 3:r;tɛmpɹə?ɜ:r
tempest;2;tĕʹmpĕſt;t E m p @ s t;tɛmpəst
tempestuous;4;tĕmpĕʹſtū_o_us;t E m p E s tS u @ s;tɛmpɛs?uəs
templar;2;tĕʹmplar;t E m p l 3:r;tɛmplɜ:r
temple;2;tĕʹmple;t E m p @ l;tɛmpəl
temporal;3;tĕʹmpŏral;t E m p 3:r @ l;tɛmpɜ:rəl
temporary;4;tĕʹmpŏrāry;t E m p 3:r E r\ i:;tɛmpɜ:rɛɹiː
temporize;3;tĕʹmporīze;t E m p 3:r aI z;tɛmpɜ:r?z
tempt;1;tĕmpt;t E m p t;tɛmpt
temptation;4;tĕmptāʹtion;t E m t eI S @ n;tɛmt?ʃən
ten;1;tĕn;t E n;tɛn
tenable;3;tēʹnable;t E n @ b @ l;tɛnəbəl
tenacious;4;tēʹnācĭ_o_us;t @ n eI S @ s;tən?ʃəs
tenant;2;tĕʹnănt;t E n @ n t;tɛnənt
tench;1;tĕnch;t E n tS;tɛn?
tend;1;tĕnd;t E n d;tɛnd
tendency;3;tĕʹndĕncy;t E n d @ n s i:;tɛndənsiː
tender;2;tĕʹnd_e_r;t E n d 3:r;tɛndɜ:r
tendon;2;tĕʹndon;t E n d @ n;tɛndən
tenement;3;tĕʹnēment;t E n @ m @ n t;tɛnəmənt
tenet;2;tĕʹnet;t E n @ t;tɛnət
tennis;2;tĕʹnnis;t E n @ s;tɛnəs
tenor;2;tĕʹnor;t E n 3:r;tɛnɜ:r
tense;1;tĕnſe;t E n s;tɛns
tension;3;tĕʹnſion;t E n S @ n;tɛnʃən
tent;1;tĕnt;t E n t;tɛnt
tenuous;3;tĕʹnū_o_us;t E n j @ w @ s;tɛnjəwəs
tenure;2;tĕʹnūre;t E n j 3:r;tɛnjɜ:r
tepid;2;tĕʹpid;t E p i d;tɛpid
term;1;tĕrm;t 3:r m;tɜ:rm
terminate;3;tĕʹrmĭnāte;t 3:r m @ n eI t;tɜ:rmən?t
termination;5;tĕrmĭnāʹtion;t 3:r m @ n eI S @ n;tɜ:rmən?ʃən
terrestrial;4;tĕrrĕʹſtrĭal;t 3:r E s t r\ i: @ l;tɜ:rɛstɹiːəl
terrible;3;tĕʹrrĭble;t E r\ @ b @ l;tɛɹəbəl
terrific;3;tĕrrʹĭfic;t 3:r I f i k;tɜ:rɪfik
terrier;3;tĕʹrrĭer;t E r\ i: 3:r;tɛɹiːɜ:r
territory;4;tĕʹrrĭtory;t E r\ i t O: r\ i:;tɛɹitOːɹiː
terror;2;tĕʹrror;t E r\ 3:r;tɛɹɜ:r
tesselate;3;tĕʹſsĕlāte;t E s @ l eI t;tɛsəl?t
test;1;tĕſt;t E s t;tɛst
testament;3;tĕʹſtāmĕnt;t E s t @ m @ n t;tɛstəmənt
testamentary;5;tĕſtāmĕʹntāry;t E s t @ m E n t 3:r i:;tɛstəmɛntɜ:riː
tester;2;tĕʹſt_e_r;t E s t 3:r;tɛstɜ:r
testes;2;tĕʹſtès;t E s t i: z;tɛstiːz
testicular;4;tĕſtĭʹcŭlar;t E s t I k j @ l 3:r;tɛstɪkjəlɜ:r
testify;3;tĕʹſtĭfy;t E s t @ f aI;tɛstəf?
testimonial;5;tĕʹſtĭmōnĭal;t E s t @ m @U n i: @ l;tɛstəmoʊniːəl
testimony;4;tĕʹſtĭmŏny;t E s t @ m @U n i:;tɛstəmoʊniː
testy;2;tĕʹſty;t E s t i:;tɛstiː
tether;2;tĕʹther;t E D 3:r;tɛðɜ:r
text;1;tĕxt;t E k s t;tɛkst
texture;2;tĕʹxtūre;t E k s tS 3:r;tɛks?ɜ:r
thalia;3;thăʹlĭā;T eI l j @;θ?ljə
thames;1;t_h_āmes;t E m z;tɛmz
thank;1;thănk;T { N k;θæŋk
thankful;2;thăʹnkful;T { N k f @ l;θæŋkfəl
thankless;2;thăʹnkleſs;T { N k l @ s;θæŋkləs
thanksgiving;3;thănkſgĭʹving;T { N k s g I v i N;θæŋksgɪviŋ
thatch;1;thătch;T { tS;θæ?
thatcher;2;thăʹtcher;T { tS 3:r;θæ?ɜ:r
thaw;1;thaw;T O:;θOː
theatre;3;thėʹȧtre;T i: @ 4 3:r;θiːəɾɜ:r
theatrical;4;thēăʹtrĭcal;T i: { t r\ i k @ l;θiːætɹikəl
theft;1;thĕft;T E f t;θɛft
theme;1;thēme;T i: m;θiːm
thenceforth;2;thĕʹnc_e_forth;D E n s f O: r\ T;ðɛnsfOːɹθ
theocracy;4;thēŏʹcracy;T i: A k r\ @ s i:;θiːɑkɹəsiː
theological;5;thēŏlŏʹgĭcal;T i: @ l A dZ i k @ l;θiːəlɑ?ikəl
theology;4;thēŏʹlŏgy;T i: A l @ dZ i:;θiːɑlə?iː
theorem;3;thēŏrem;T I r\ @ m;θɪɹəm
theory;3;thēʹŏry;T I r\ i:;θɪɹiː
therefore;2;theʹr_e_fore;D E r\ f O: r\;ðɛɹfOːɹ
thermometer;4;thĕrmŏʹmĕt_e_r;T 3:r m A m @ 4 3:r;θɜ:rmɑməɾɜ:r
thesis;2;thēʹſis;T i: s @ s;θiːsəs
thick;1;thĭck;T I k;θɪk
thicken;2;thĭʹck_e_n;T I k @ n;θɪkən
thicket;2;thĭʹcket;T I k i t;θɪkit
thief;1;thief;T i: f;θiːf
thievery;2;thieʹv_e_ry;T i: v 3:r i:;θiːvɜ:riː
thigh;1;thīgh;T aI;θ?
thimble;2;thĭʹmble;T I m b @ l;θɪmbəl
thin;1;thĭn;T I n;θɪn
thing;1;thĭng;T I N;θɪŋ
think;1;thĭnk;T I N k;θɪŋk
thinker;2;thĭʹnk_e_r;T I N k 3:r;θɪŋkɜ:r
thinking;2;thĭʹnking;T I N k i N;θɪŋkiŋ
thirst;1;thĭrſt;T 3:r s t;θɜ:rst
thirsty;2;thĭʹrſty;T 3:r s t i:;θɜ:rstiː
thirteen;2;thĭʹrteen;T 3:r t i: n;θɜ:rtiːn
thirty;2;thĭʹrty;T 3:r 4 i:;θɜ:rɾiː
thistle;2;thĭʹſtle;T I s @ l;θɪsəl
thong;1;thŏng;T O: N;θOːŋ
thor;1;thŏr;T O: r\;θOːɹ
thorax;2;thŏʹrăx;T O: r\ { k s;θOːɹæks
thorn;1;thorn;T O: r\ n;θOːɹn
thorny;2;thoʹrny;T O: r\ n i:;θOːɹniː
thorough;2;thŏʹro_ugh_;T 3:r @U;θɜ:roʊ
thoroughfare;3;thoʹro_ugh_fāre;T 3:r @U f E r\;θɜ:roʊfɛɹ
thoroughly;3;thŏʹro_ugh_ly;T 3:r @U l i:;θɜ:roʊliː
thought;1;thō_ugh_t;T O: t;θOːt
thoughtful;2;thō_u_ʹ_gh_tful;T O: t f @ l;θOːtfəl
thoughtless;2;thō_u_ʹ_gh_tleſs;T O: t l @ s;θOːtləs
thrall;1;thrall;T r\ O: l;θɹOːl
thread;1;thread;T r\ E d;θɹɛd
threadbare;2;threaʹdbāre;T r\ E d b E r\;θɹɛdbɛɹ
threaten;2;threaʹt_e_n;T r\ E t @ n;θɹɛtən
three;1;three;T r\ i:;θɹiː
thresh;1;thrĕſh;T r\ E S;θɹɛʃ
thresher;2;thrĕʹſher;T r\ E S 3:r;θɹɛʃɜ:r
threshold;2;thrĕʹſhold;T r\ E S @U l d;θɹɛʃoʊld
thrice;1;thrīce;T r\ aI s;θɹ?s
thrift;1;thrĭft;T r\ I f t;θɹɪft
thrifty;2;thrĭʹfty;T r\ I f t i:;θɹɪftiː
thrill;1;thrĭll;T r\ I l;θɹɪl
thrive;1;thrīve;T r\ aI v;θɹ?v
throat;1;throat;T r\ @U t;θɹoʊt
throb;1;thrŏb;T r\ A b;θɹɑb
throne;1;thrōne;T r\ @U n;θɹoʊn
throng;1;thrŏng;T r\ O: N;θɹOːŋ
throw;1;thro_w_;T r\ @U;θɹoʊ
throws;1;thro_w_s;T r\ @U z;θɹoʊz
thrush;1;thrŭſh;T r\ V S;θɹʌʃ
thrust;1;thrŭſt;T r\ V s t;θɹʌst
thumb;1;thŭm_b_;T V m;θʌm
thump;1;thŭmp;T V m p;θʌmp
thunder;2;thŭʹnd_e_r;T V n d 3:r;θʌndɜ:r
thursday;2;thŭʹrſday;T 3:r z d eI;θɜ:rzd?
thwart;1;thwărt;T w O: r\ t;θwOːɹt
thyme;1;t_h_ȳme;T aI m;θ?m
tiara;3;tīāʹrā;t i: A r\ @;tiːɑɹə
tick;1;tĭck;t I k;tɪk
ticket;2;tĭʹcket;t I k @ t;tɪkət
ticking;2;tĭʹcking;t I k i N;tɪkiŋ
tickle;2;tĭʹckle;t I k @ l;tɪkəl
ticklish;2;tĭʹckliſh;t I k @ l i S;tɪkəliʃ
tidbit;2;tĭʹdbĭt;t I d b I t;tɪdbɪt
tide;1;tīde;t aI d;t?d
tidings;2;tīʹdings;t aI 4 i N z;t?ɾiŋz
tidy;2;tīʹdy;t aI 4 i:;t?ɾiː
tie;1;tīe;t aI;t?
tierce;1;tierce;t i: r\ s;tiːɹs
ties;2;tīes;t aI z;t?z
tiff;1;tĭff;t I f;tɪf
tiffany;3;tĭʹffăny;t I f @ n i:;tɪfəniː
tiger;2;tīʹg_e_r;t aI g 3:r;t?gɜ:r
tight;1;tī_gh_t;t aI t;t?t
tighten;2;tīʹ_gh_t_e_n;t aI t @ n;t?tən
tile;1;tīle;t aI l;t?l
till;1;tĭll;t I l;tɪl
tiller;2;tĭʹller;t I l 3:r;tɪlɜ:r
tilt;1;tĭlt;t I l t;tɪlt
timber;2;tĭʹmb_e_r;t I m b 3:r;tɪmbɜ:r
time;1;tīme;t aI m;t?m
timely;2;tīm_e_ʹly;t aI m l i:;t?mliː
timid;2;tĭʹmĭd;t I m i d;tɪmid
timidity;4;tĭmĭʹdĭty;t @ m I 4 @ 4 i:;təmɪɾəɾiː
timorous;3;tĭʹmŏr_o_us;t I m 3:r @ s;tɪmɜ:rəs
tin;1;tĭn;t I n;tɪn
tincture;2;tĭʹnctūre;t I N k tS 3:r;tɪŋk?ɜ:r
tinder;2;tĭʹnd_e_r;t I n d 3:r;tɪndɜ:r
tinge;1;tĭnge;t I n dZ;tɪn?
tingling;2;tĭnglĭng;t I N g @ l i N;tɪŋgəliŋ
tinker;2;tĭʹnk_e_r;t I N k 3:r;tɪŋkɜ:r
tinkling;2;tĭʹnklĭng;t I N k @ l i N;tɪŋkəliŋ
tinman;2;tĭʹnmăn;t I n m { n;tɪnmæn
tinsel;2;tĭʹnſ_e_l;t I n s @ l;tɪnsəl
tiny;2;tīʹny;t aI n i:;t?niː
tip;1;tĭp;t I p;tɪp
tippet;2;tĭʹppĕt;t I p @ t;tɪpət
tipple;2;tĭʹpple;t I p @ l;tɪpəl
tipsy;2;tĭʹpſy;t I p s i:;tɪpsiː
tiptoe;2;tĭʹptoe;t I p t @U;tɪptoʊ
tire;1;tīre;t aI 3:r;t?ɜ:r
tiresome;2;tīʹr_e_sŏme;t aI 3:r s @ m;t?ɜ:rsəm
tissue;2;tĭʹſsūe;t I s j u;tɪsju
tit;1;tĭt;t I t;tɪt
tithe;1;tīthe;t aI D;t?ð
tithing;2;tīʹthing;t aI D i N;t?ðiŋ
title;2;tīʹtle;t aI 4 @ l;t?ɾəl
titter;2;tĭʹtt_e_r;t I 4 3:r;tɪɾɜ:r
tiring;2;tīʹring;t aI r\ i N;t?ɹiŋ
titular;3;tīʹtŭlar;t I tS @ l 3:r;tɪ?əlɜ:r
toad;1;toad;t @U d;toʊd
toast;1;toaſt;t @U s t;toʊst
tobacco;2;tobăʹcco;t @ b { k @U;təbækoʊ
tod;1;tod;t A d;tɑd
toe;1;tōe;t @U;toʊ
together;3;togĕʹther;t @ g E D 3:r;təgɛðɜ:r
toil;1;toil;t OI l;t?l
toilet;2;toiʹlet;t OI l @ t;t?lət
token;2;tŏʹk_e_n;t @U k @ n;toʊkən
tolerable;4;tŏʹlĕrable;t A l 3:r @ b @ l;tɑlɜ:rəbəl
tolerate;3;tŏʹlĕrāte;t A l 3:r eI t;tɑlɜ:r?t
toleration;5;tŏlĕrāʹtion;t A l 3:r eI S @ n;tɑlɜ:r?ʃən
toll;1;toll;t @U l;toʊl
tomboy;2;tŏʹmboy;t A m b OI;tɑmb?
tome;1;tōme;t @U m;toʊm
tomkin;2;tŏʹmkĭn;t A m k i n;tɑmkin
ton;1;tŏn;t V n;tʌn
tone;1;tōne;t @U n;toʊn
tongs;1;tŏngs;t A N z;tɑŋz
tongue;1;tŏng_u_e;t V N;tʌŋ
tonnage;2;tŏʹnnage;t V n @ dZ;tʌnə?
tool;1;tool;t u l;tul
tooth;1;tooth;t u T;tuθ
toothless;2;tooʹthleſs;t u T l @ s;tuθləs
top;1;tŏp;t A p;tɑp
topaz;2;tōʹpăz;t @U p { z;toʊpæz
topic;2;tōʹpic;t A p i k;tɑpik
topographic;4;tŏpŏgrăʹphic;t A p @ g r\ { f i k;tɑpəgɹæfik
topography;4;tŏpŏʹgrăphy;t @ p A g r\ @ f i:;təpɑgɹəfiː
topping;2;tŏʹpping;t A p i N;tɑpiŋ
torch;1;tŏrch;t O: r\ tS;tOːɹ?
tore;1;tōre;t O: r\;tOːɹ
torment;2;tŏrmĕʹnt;t O: r\ m E n t;tOːɹmɛnt
tornado;3;tŏrnāʹdo;t O: r\ n eI d @U;tOːɹn?doʊ
torpedo;3;tŏrpēʹdo;t O: r\ p i: d @U;tOːɹpiːdoʊ
torpid;2;tŏʹrpid;t O: r\ p @ d;tOːɹpəd
torrent;2;tŏʹrrĕnt;t O: r\ @ n t;tOːɹənt
torrid;2;tŏʹrrid;t O: r\ @ d;tOːɹəd
tortoise;2;tŏʹrtoiſe;t O: r\ 4 @ s;tOːɹɾəs
torture;2;tŏʹrtūre;t O: r\ tS 3:r;tOːɹ?ɜ:r
tortuous;3;tŏʹrtū_o_ŭs;t O: r\ tS @ w @ s;tOːɹ?əwəs
tory;2;tōʹry;t O: r\ i:;tOːɹiː
toss;1;tŏſs;t O: s;tOːs
total;2;tōʹtal;t @U 4 @ l;toʊɾəl
totally;3;tōʹtally;t @U 4 @ l i:;toʊɾəliː
totter;2;tŏʹtt_e_r;t A 4 3:r;tɑɾɜ:r
touch;1;touch;t V tS;tʌ?
touched;2;touʹched;t V tS t;tʌ?t
touchy;2;toŭʹchy;t V tS i:;tʌ?iː
tournament;3;t_o_ŭʹrnament;t U r\ n @ m @ n t;tʊɹnəmənt
tow;1;tȯẇ;t @U;toʊ
toward;2;toʹ_w_ărd;t @ w O: r\ d;təwOːɹd
towel;2;tȯʹẇel;t aU @ l;t?əl
tower;2;tȯʹẇ_e_r;t aU 3:r;t?ɜ:r
towering;3;tȯʹẇ_e_ring;t aU 3:r i N;t?ɜ:riŋ
town;1;tȯẇn;t aU n;t?n
township;2;tȯʹẇnſhip;t aU n S i p;t?nʃip
toy;1;toy;t OI;t?
trace;1;trāce;t r\ eI s;tɹ?s
traces;2;trāʹces;t r\ eI s @ z;tɹ?səz
track;1;trăck;t r\ { k;tɹæk
tract;1;trăct;t r\ { k t;tɹækt
tractable;3;trăʹctable;t r\ { k t @ b @ l;tɹæktəbəl
trade;1;trāde;t r\ eI d;tɹ?d
trader;2;trāʹd_e_r;t r\ eI 4 3:r;tɹ?ɾɜ:r
tradition;4;trădĭʹtion;t r\ @ d I S @ n;tɹədɪʃən
traditional;5;trădĭʹtional;t r\ @ d I S @ n @ l;tɹədɪʃənəl
traffic;2;trăʹffic;t r\ { f i k;tɹæfik
tragedy;3;trăʹgĕdy;t r\ { dZ @ 4 i:;tɹæ?əɾiː
trajectory;4;trăjĕʹctŏry;t r\ @ dZ E k t 3:r i:;tɹə?ɛktɜ:riː
trail;1;trail;t r\ eI l;tɹ?l
train;1;train;t r\ eI n;tɹ?n
traitor;2;traiʹtor;t r\ eI 4 3:r;tɹ?ɾɜ:r
trammel;2;trăʹmmel;t r\ { m @ l;tɹæməl
trample;2;trăʹmple;t r\ { m p @ l;tɹæmpəl
trance;1;trănce;t r\ { n s;tɹæns
tranquil;2;trăʹnquil;t r\ { N k w @ l;tɹæŋkwəl
transact;2;trănsăʹct;t r\ { n z { k t;tɹænzækt
transaction;4;trănsăʹction;t r\ { n z { k S @ n;tɹænzækʃən
transcend;2;trănſcĕʹnd;t r\ { n s E n d;tɹænsɛnd
transcendent;3;trănſcĕʹndĕnt;t r\ { n s E n d @ n t;tɹænsɛndənt
transcribe;2;trănſcrīʹbe;t r\ { n s k r\ aI b;tɹænskɹ?b
transcript;2;trăʹnſcrĭpt;t r\ { n s k r\ I p t;tɹænskɹɪpt
transfer;2;trănsfĕʹr;t r\ { n s f 3:r;tɹænsfɜ:r
transfix;2;trănsfĭʹx;t r\ { n s f I k s;tɹænsfɪks
transform;2;trănsfŏʹrm;t r\ { n s f O: r\ m;tɹænsfOːɹm
transformation;5;trănsfŏrmāʹtion;t r\ { n s f 3:r m eI S @ n;tɹænsfɜ:rm?ʃən
transfuse;2;trănsfūʹſe;t r\ { n s f j u z;tɹænsfjuz
transfusion;4;trănsfūʹſion;t r\ { n s f j u Z @ n;tɹænsfjuʒən
transgress;2;trănſgrĕʹſs;t r\ { n z g r\ E s;tɹænzgɹɛs
transgression;4;trănſgrĕʹſſion;t r\ { n z g r\ E S @ n;tɹænzgɹɛʃən
transient;3;trăʹnsĭent;t r\ { n Z @ n t;tɹænʒənt
transit;2;trăʹnſit;t r\ { n z @ t;tɹænzət
transition;4;trănsĭʹtion;t r\ { n z I S @ n;tɹænzɪʃən
transitory;4;trăʹnsĭtory;t r\ { n z @ t O: r\ i:;tɹænzətOːɹiː
translate;2;trănſlāʹte;t r\ { n z l eI t;tɹænzl?t
translation;4;trănſlāʹtion;t r\ { n z l eI S @ n;tɹænzl?ʃən
transmission;3;trănſmĭʹſſion;t r\ { n s m I S @ n;tɹænsmɪʃən
transmit;2;trănſmĭʹt;t r\ { n z m I t;tɹænzmɪt
transmutation;5;trănſmūtāʹtion;t r\ { n z m j u t eI S @ n;tɹænzmjut?ʃən
transom;2;trăʹnsŏm;t r\ { n s @ m;tɹænsəm
transparency;4;trănſpāʹrĕncy;t r\ { n s p E r\ @ n s i:;tɹænspɛɹənsiː
transparent;3;trănſpāʹrent;t r\ { n s p E r\ @ n t;tɹænspɛɹənt
transpire;2;trănſpīʹre;t r\ { n s p aI 3:r;tɹænsp?ɜ:r
transplant;2;trănſplăʹnt;t r\ { n s p l { n t;tɹænsplænt
transport;2;trăʹnſpŏrt;t r\ { n s p O: r\ t;tɹænspOːɹt
transportation;5;trănſpŏrtāʹtion;t r\ { n s p 3:r t eI S @ n;tɹænspɜ:rt?ʃən
transporting;3;trănſpŏʹrting;t r\ { n s p O: r\ 4 i N;tɹænspOːɹɾiŋ
transpose;3;trănſpōʹſe;t r\ { n s p @U z;tɹænspoʊz
transverse;2;trănſvĕʹrſe;t r\ { n z v 3:r s;tɹænzvɜ:rs
trap;1;trăp;t r\ { p;tɹæp
trash;1;trăſh;t r\ { S;tɹæʃ
travail;2;trăʹv_a_ĭl;t r\ @ v eI l;tɹəv?l
travel;2;trăʹvel;t r\ { v @ l;tɹævəl
traveller;3;trăʹvĕller;t r\ { v @ l 3:r;tɹævəlɜ:r
travels;2;trăʹvels;t r\ { v @ l z;tɹævəlz
traverse;2;trăvĕʹrſe;t r\ { v 3:r s;tɹævɜ:rs
travesty;3;trăvĕʹſty;t r\ { v @ s t i:;tɹævəstiː
tray;1;tray;t r\ eI;tɹ?
treacherous;3;treaʹchĕr_o_us;t r\ E tS 3:r @ s;tɹɛ?ɜ:rəs
treachery;3;treaʹchĕry;t r\ E tS 3:r i:;tɹɛ?ɜ:riː
tread;1;tread;t r\ E d;tɹɛd
treason;2;treaʹſon;t r\ i: z @ n;tɹiːzən
treasure;2;treaʹsūre;t r\ E Z 3:r;tɹɛʒɜ:r
treasurer;3;treaʹsūrer;t r\ E Z 3:r 3:r;tɹɛʒɜ:rɜ:r
treasury;3;treaʹsūry;t r\ E Z 3:r i:;tɹɛʒɜ:riː
treat;1;treat;t r\ i: t;tɹiːt
treatise;2;treaʹtĭſe;t r\ i: 4 @ s;tɹiːɾəs
treatment;2;treaʹtment;t r\ i: t m @ n t;tɹiːtmənt
